,endTime,artistName,trackName,msPlayed,danceability,valenceScore,artistGenres,minutesPlayed
591,2022-12-13 18:37,PinkPantheress,Do you miss me?,6606,0.647,0.643,"['deep house', 'alternative rnb', 'electronic', 'indie', 'chill']",0.1101
592,2022-12-15 11:49,PinkPantheress,Do you miss me?,128853,0.647,0.643,"['deep house', 'alternative rnb', 'electronic', 'indie', 'chill']",2.14755
593,2022-12-27 10:21,PinkPantheress,Do you miss me?,128853,0.647,0.643,"['deep house', 'alternative rnb', 'electronic', 'indie', 'chill']",2.14755
594,2023-01-09 19:35,PinkPantheress,Do you miss me?,128853,0.647,0.643,"['deep house', 'alternative rnb', 'electronic', 'indie', 'chill']",2.14755
595,2023-02-16 21:14,PinkPantheress,Do you miss me?,28827,0.647,0.643,"['deep house', 'alternative rnb', 'electronic', 'indie', 'chill']",0.48045
596,2022-11-27 16:05,Kokoroko,Dide O,60453,0.604,0.372,"['british jazz', 'indie soul']",1.00755
597,2022-11-28 15:44,BROCKHAMPTON,Take It Back,146702,0.554,0.632,"['boy band', 'rap']",2.4450333333333334
598,2022-11-28 15:46,BROCKHAMPTON,RZA,132746,0.61,0.486,"['boy band', 'rap']",2.2124333333333333
599,2022-11-28 15:48,BROCKHAMPTON,Gold Teeth,106093,0.637,0.521,"['boy band', 'rap']",1.7682166666666668
600,2022-11-28 15:51,BROCKHAMPTON,Big Pussy,140600,0.608,0.807,"['boy band', 'rap']",2.3433333333333333
601,2022-11-28 15:52,BROCKHAMPTON,Big Pussy,4896,0.608,0.807,"['boy band', 'rap']",0.0816
602,2022-11-28 15:53,BROCKHAMPTON,SUGAR,54026,0.453,0.516,"['boy band', 'rap']",0.9004333333333333
603,2022-11-28 15:54,BROCKHAMPTON,NEW SHOES,91914,0.809,0.734,"['boy band', 'rap']",1.5319
604,2022-11-28 16:00,BROCKHAMPTON,NEW SHOES,198293,0.809,0.734,"['boy band', 'rap']",3.304883333333333
605,2022-12-02 19:12,BROCKHAMPTON,NEW SHOES,198293,0.809,0.734,"['boy band', 'rap']",3.304883333333333
606,2022-12-11 20:08,BROCKHAMPTON,NEW SHOES,198293,0.809,0.734,"['boy band', 'rap']",3.304883333333333
607,2022-11-28 15:56,BROCKHAMPTON,The Ending,108226,0.449,0.699,"['boy band', 'rap']",1.8037666666666667
608,2022-11-28 16:02,BROCKHAMPTON,KEEP IT SOUTHERN,117333,0.699,0.75,"['boy band', 'rap']",1.95555
609,2022-11-28 16:08,BROCKHAMPTON,MAN ON THE MOON,355927,0.736,0.534,"['boy band', 'rap']",5.9321166666666665
610,2022-12-02 20:21,BROCKHAMPTON,MAN ON THE MOON,198857,0.736,0.534,"['boy band', 'rap']",3.3142833333333335
611,2022-12-11 20:12,BROCKHAMPTON,MAN ON THE MOON,240600,0.736,0.534,"['boy band', 'rap']",4.01
612,2022-11-28 16:09,BROCKHAMPTON,DUCT TAPE,4298,0.642,0.481,"['boy band', 'rap']",0.07163333333333333
613,2022-11-28 16:12,BROCKHAMPTON,ALWAYS SOMETHING,191165,0.74,0.907,"['boy band', 'rap']",3.1860833333333334
614,2022-11-28 16:16,BROCKHAMPTON,GOODBYE,169120,0.772,0.327,"['boy band', 'rap']",2.8186666666666667
615,2022-11-28 16:23,BROCKHAMPTON,FMG,57984,0.755,0.463,"['boy band', 'rap']",0.9664
616,2022-11-28 16:48,BROCKHAMPTON,FMG,15361,0.755,0.463,"['boy band', 'rap']",0.25601666666666667
617,2022-11-30 10:55,BROCKHAMPTON,FMG,150600,0.755,0.463,"['boy band', 'rap']",2.51
618,2022-12-02 17:58,BROCKHAMPTON,FMG,62829,0.755,0.463,"['boy band', 'rap']",1.04715
619,2022-11-28 16:27,Justin Bieber,Honest (feat. Don Toliver),193322,0.81,0.809,"['canadian pop', 'pop']",3.2220333333333335
620,2022-12-02 17:50,Justin Bieber,Honest (feat. Don Toliver),193322,0.81,0.809,"['canadian pop', 'pop']",3.2220333333333335
621,2022-11-28 16:52,Yeat,Flawlëss (feat. Lil Uzi Vert),54293,0.474,0.109,"['pluggnb', 'rage rap']",0.9048833333333334
622,2022-11-30 11:22,Yeat,Flawlëss (feat. Lil Uzi Vert),1973,0.474,0.109,"['pluggnb', 'rage rap']",0.032883333333333334
623,2022-12-13 12:42,Yeat,Flawlëss (feat. Lil Uzi Vert),115844,0.474,0.109,"['pluggnb', 'rage rap']",1.9307333333333334
624,2022-11-28 16:56,Lil Baby,Life Goes On,247054,0.716,0.387,"['atl hip hop', 'atl trap', 'rap', 'trap']",4.117566666666667
625,2022-11-28 16:59,Lil Tecca,REPEAT IT (with Gunna),190344,0.681,0.588,"['melodic rap', 'pluggnb', 'rap']",3.1724
626,2022-12-26 11:13,Lil Tecca,REPEAT IT (with Gunna),4640,0.681,0.588,"['melodic rap', 'pluggnb', 'rap']",0.07733333333333334
627,2022-11-30 10:45,Kid Cudi,Baptized In Fire,27198,0.673,0.759,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",0.4533
628,2022-11-30 11:33,Odd Mob,LEFT TO RIGHT,140789,0.856,0.219,"['aussietronica', 'bass house']",2.3464833333333335
629,2022-11-30 11:40,Odd Mob,LEFT TO RIGHT,138283,0.856,0.219,"['aussietronica', 'bass house']",2.3047166666666667
630,2022-11-30 12:40,Odd Mob,LEFT TO RIGHT,85045,0.856,0.219,"['aussietronica', 'bass house']",1.4174166666666668
631,2022-12-02 16:52,Odd Mob,LEFT TO RIGHT,146250,0.856,0.219,"['aussietronica', 'bass house']",2.4375
632,2022-12-12 16:28,Odd Mob,LEFT TO RIGHT,146250,0.856,0.219,"['aussietronica', 'bass house']",2.4375
633,2022-12-13 12:15,Odd Mob,LEFT TO RIGHT,146250,0.856,0.219,"['aussietronica', 'bass house']",2.4375
